id,image_path,label,category_slug,places365_id,places365_label,places365_slug,source_dataset,source_split,source_index,source_image_file_path,split
bar_bar_00165,data/category_classifier/places365_v2/술집/bar/00165.jpg,술집,bar,39,bar,bar,Andron00e/Places365-custom,train,464908,./places365/data_large_standard/b/bar/00000196.jpg,train
cafe_coffee_shop_00626,data/category_classifier/places365_v2/카페/coffee_shop/00626.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,405177,./places365/data_large_standard/c/coffee_shop/00004292.jpg,train
bar_bar_00282,data/category_classifier/places365_v2/술집/bar/00282.jpg,술집,bar,39,bar,bar,Andron00e/Places365-custom,train,465347,./places365/data_large_standard/b/bar/00002350.jpg,train
bar_beer_garden_00090,data/category_classifier/places365_v2/술집/beer_garden/00090.jpg,술집,bar,53,beer garden,beer_garden,Andron00e/Places365-custom,train,1166618,./places365/data_large_standard/b/beer_garden/00003173.jpg,train
shopping_shoe_shop_00140,data/category_classifier/places365_v2/쇼핑/shoe_shop/00140.jpg,쇼핑,shopping,300,shoe shop,shoe_shop,Andron00e/Places365-custom,train,476195,./places365/data_large_standard/s/shoe_shop/00004803.jpg,train
cafe_coffee_shop_00025,data/category_classifier/places365_v2/카페/coffee_shop/00025.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,403071,./places365/data_large_standard/c/coffee_shop/00000707.jpg,train
shopping_supermarket_00129,data/category_classifier/places365_v2/쇼핑/supermarket/00129.jpg,쇼핑,shopping,321,supermarket,supermarket,Andron00e/Places365-custom,train,1305069,./places365/data_large_standard/s/supermarket/00004583.jpg,train
park_topiary_garden_00048,data/category_classifier/places365_v2/공원/topiary_garden/00048.jpg,공원,park,333,topiary garden,topiary_garden,Andron00e/Places365-custom,train,440793,./places365/data_large_standard/t/topiary_garden/00004696.jpg,train
restaurant_restaurant_patio_00023,data/category_classifier/places365_v2/식당/restaurant_patio/00023.jpg,식당,restaurant,286,restaurant patio,restaurant_patio,Andron00e/Places365-custom,train,139067,./places365/data_large_standard/r/restaurant_patio/00004091.jpg,train
bar_bar_00199,data/category_classifier/places365_v2/술집/bar/00199.jpg,술집,bar,39,bar,bar,Andron00e/Places365-custom,train,465068,./places365/data_large_standard/b/bar/00002930.jpg,train
cafe_coffee_shop_00772,data/category_classifier/places365_v2/카페/coffee_shop/00772.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,405528,./places365/data_large_standard/c/coffee_shop/00003444.jpg,train
bar_bar_00290,data/category_classifier/places365_v2/술집/bar/00290.jpg,술집,bar,39,bar,bar,Andron00e/Places365-custom,train,465373,./places365/data_large_standard/b/bar/00000192.jpg,train
park_formal_garden_00086,data/category_classifier/places365_v2/공원/formal_garden/00086.jpg,공원,park,153,formal garden,formal_garden,Andron00e/Places365-custom,train,1247383,./places365/data_large_standard/f/formal_garden/00000194.jpg,train
cafe_coffee_shop_00981,data/category_classifier/places365_v2/카페/coffee_shop/00981.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,405973,./places365/data_large_standard/c/coffee_shop/00000898.jpg,train
cafe_coffee_shop_00337,data/category_classifier/places365_v2/카페/coffee_shop/00337.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,404384,./places365/data_large_standard/c/coffee_shop/00004624.jpg,train
bar_beer_hall_00150,data/category_classifier/places365_v2/술집/beer_hall/00150.jpg,술집,bar,54,beer hall,beer_hall,Andron00e/Places365-custom,train,1328245,./places365/data_large_standard/b/beer_hall/00000866.jpg,train
restaurant_pizzeria_00050,data/category_classifier/places365_v2/식당/pizzeria/00050.jpg,식당,restaurant,267,pizzeria,pizzeria,Andron00e/Places365-custom,train,86306,./places365/data_large_standard/p/pizzeria/00002305.jpg,train
restaurant_restaurant_patio_00010,data/category_classifier/places365_v2/식당/restaurant_patio/00010.jpg,식당,restaurant,286,restaurant patio,restaurant_patio,Andron00e/Places365-custom,train,138891,./places365/data_large_standard/r/restaurant_patio/00003657.jpg,train
bar_beer_garden_00053,data/category_classifier/places365_v2/술집/beer_garden/00053.jpg,술집,bar,53,beer garden,beer_garden,Andron00e/Places365-custom,train,1166387,./places365/data_large_standard/b/beer_garden/00002338.jpg,train
shopping_supermarket_00039,data/category_classifier/places365_v2/쇼핑/supermarket/00039.jpg,쇼핑,shopping,321,supermarket,supermarket,Andron00e/Places365-custom,train,1304243,./places365/data_large_standard/s/supermarket/00001202.jpg,train
restaurant_food_court_00112,data/category_classifier/places365_v2/식당/food_court/00112.jpg,식당,restaurant,148,food court,food_court,Andron00e/Places365-custom,train,1647823,./places365/data_large_standard/f/food_court/00004022.jpg,train
bar_beer_garden_00127,data/category_classifier/places365_v2/술집/beer_garden/00127.jpg,술집,bar,53,beer garden,beer_garden,Andron00e/Places365-custom,train,1166929,./places365/data_large_standard/b/beer_garden/00001460.jpg,train
restaurant_fastfood_restaurant_00092,data/category_classifier/places365_v2/식당/fastfood_restaurant/00092.jpg,식당,restaurant,139,fastfood restaurant,fastfood_restaurant,Andron00e/Places365-custom,train,470196,./places365/data_large_standard/f/fastfood_restaurant/00000337.jpg,train
bar_bar_00279,data/category_classifier/places365_v2/술집/bar/00279.jpg,술집,bar,39,bar,bar,Andron00e/Places365-custom,train,465338,./places365/data_large_standard/b/bar/00004794.jpg,train
cafe_coffee_shop_00783,data/category_classifier/places365_v2/카페/coffee_shop/00783.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,405560,./places365/data_large_standard/c/coffee_shop/00000988.jpg,train
bar_beer_hall_00308,data/category_classifier/places365_v2/술집/beer_hall/00308.jpg,술집,bar,54,beer hall,beer_hall,Andron00e/Places365-custom,train,1328824,./places365/data_large_standard/b/beer_hall/00000842.jpg,train
shopping_department_store_00058,data/category_classifier/places365_v2/쇼핑/department_store/00058.jpg,쇼핑,shopping,115,department store,department_store,Andron00e/Places365-custom,train,58,./places365/data_large_standard/d/department_store/00004155.jpg,train
park_park_00043,data/category_classifier/places365_v2/공원/park/00043.jpg,공원,park,254,park,park,Andron00e/Places365-custom,train,1332696,./places365/data_large_standard/p/park/00003991.jpg,train
shopping_supermarket_00128,data/category_classifier/places365_v2/쇼핑/supermarket/00128.jpg,쇼핑,shopping,321,supermarket,supermarket,Andron00e/Places365-custom,train,1305061,./places365/data_large_standard/s/supermarket/00004086.jpg,train
restaurant_pizzeria_00099,data/category_classifier/places365_v2/식당/pizzeria/00099.jpg,식당,restaurant,267,pizzeria,pizzeria,Andron00e/Places365-custom,train,86759,./places365/data_large_standard/p/pizzeria/00004320.jpg,train
shopping_shoe_shop_00058,data/category_classifier/places365_v2/쇼핑/shoe_shop/00058.jpg,쇼핑,shopping,300,shoe shop,shoe_shop,Andron00e/Places365-custom,train,475765,./places365/data_large_standard/s/shoe_shop/00004415.jpg,train
park_formal_garden_00063,data/category_classifier/places365_v2/공원/formal_garden/00063.jpg,공원,park,153,formal garden,formal_garden,Andron00e/Places365-custom,train,1247290,./places365/data_large_standard/f/formal_garden/00002449.jpg,train
bar_beer_hall_00235,data/category_classifier/places365_v2/술집/beer_hall/00235.jpg,술집,bar,54,beer hall,beer_hall,Andron00e/Places365-custom,train,1328534,./places365/data_large_standard/b/beer_hall/00000149.jpg,train
park_zen_garden_00119,data/category_classifier/places365_v2/공원/zen_garden/00119.jpg,공원,park,364,zen garden,zen_garden,Andron00e/Places365-custom,train,81855,./places365/data_large_standard/z/zen_garden/00003695.jpg,train
bar_bar_00033,data/category_classifier/places365_v2/술집/bar/00033.jpg,술집,bar,39,bar,bar,Andron00e/Places365-custom,train,464157,./places365/data_large_standard/b/bar/00001136.jpg,train
shopping_supermarket_00121,data/category_classifier/places365_v2/쇼핑/supermarket/00121.jpg,쇼핑,shopping,321,supermarket,supermarket,Andron00e/Places365-custom,train,1305017,./places365/data_large_standard/s/supermarket/00001946.jpg,train
bar_beer_hall_00133,data/category_classifier/places365_v2/술집/beer_hall/00133.jpg,술집,bar,54,beer hall,beer_hall,Andron00e/Places365-custom,train,1328160,./places365/data_large_standard/b/beer_hall/00000250.jpg,train
restaurant_food_court_00089,data/category_classifier/places365_v2/식당/food_court/00089.jpg,식당,restaurant,148,food court,food_court,Andron00e/Places365-custom,train,1647723,./places365/data_large_standard/f/food_court/00000826.jpg,train
park_park_00018,data/category_classifier/places365_v2/공원/park/00018.jpg,공원,park,254,park,park,Andron00e/Places365-custom,train,1332449,./places365/data_large_standard/p/park/00001005.jpg,train
park_playground_00113,data/category_classifier/places365_v2/공원/playground/00113.jpg,공원,park,268,playground,playground,Andron00e/Places365-custom,train,861058,./places365/data_large_standard/p/playground/00001844.jpg,train
restaurant_fastfood_restaurant_00037,data/category_classifier/places365_v2/식당/fastfood_restaurant/00037.jpg,식당,restaurant,139,fastfood restaurant,fastfood_restaurant,Andron00e/Places365-custom,train,469795,./places365/data_large_standard/f/fastfood_restaurant/00000384.jpg,train
restaurant_fastfood_restaurant_00066,data/category_classifier/places365_v2/식당/fastfood_restaurant/00066.jpg,식당,restaurant,139,fastfood restaurant,fastfood_restaurant,Andron00e/Places365-custom,train,470035,./places365/data_large_standard/f/fastfood_restaurant/00003296.jpg,train
shopping_jewelry_shop_00093,data/category_classifier/places365_v2/쇼핑/jewelry_shop/00093.jpg,쇼핑,shopping,198,jewelry shop,jewelry_shop,Andron00e/Places365-custom,train,1779087,./places365/data_large_standard/j/jewelry_shop/00002782.jpg,train
bar_bar_00090,data/category_classifier/places365_v2/술집/bar/00090.jpg,술집,bar,39,bar,bar,Andron00e/Places365-custom,train,464544,./places365/data_large_standard/b/bar/00004904.jpg,train
cafe_coffee_shop_00595,data/category_classifier/places365_v2/카페/coffee_shop/00595.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,405108,./places365/data_large_standard/c/coffee_shop/00002105.jpg,train
cafe_coffee_shop_00449,data/category_classifier/places365_v2/카페/coffee_shop/00449.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,404719,./places365/data_large_standard/c/coffee_shop/00000245.jpg,train
park_japanese_garden_00095,data/category_classifier/places365_v2/공원/japanese_garden/00095.jpg,공원,park,197,japanese garden,japanese_garden,Andron00e/Places365-custom,train,379830,./places365/data_large_standard/j/japanese_garden/00002240.jpg,train
park_botanical_garden_00041,data/category_classifier/places365_v2/공원/botanical_garden/00041.jpg,공원,park,62,botanical garden,botanical_garden,Andron00e/Places365-custom,train,1344713,./places365/data_large_standard/b/botanical_garden/00002710.jpg,train
restaurant_pizzeria_00128,data/category_classifier/places365_v2/식당/pizzeria/00128.jpg,식당,restaurant,267,pizzeria,pizzeria,Andron00e/Places365-custom,train,86976,./places365/data_large_standard/p/pizzeria/00003164.jpg,train
bar_beer_hall_00061,data/category_classifier/places365_v2/술집/beer_hall/00061.jpg,술집,bar,54,beer hall,beer_hall,Andron00e/Places365-custom,train,1327785,./places365/data_large_standard/b/beer_hall/00004001.jpg,train
bar_bar_00023,data/category_classifier/places365_v2/술집/bar/00023.jpg,술집,bar,39,bar,bar,Andron00e/Places365-custom,train,464031,./places365/data_large_standard/b/bar/00002643.jpg,train
park_botanical_garden_00058,data/category_classifier/places365_v2/공원/botanical_garden/00058.jpg,공원,park,62,botanical garden,botanical_garden,Andron00e/Places365-custom,train,1344822,./places365/data_large_standard/b/botanical_garden/00001569.jpg,train
restaurant_pizzeria_00195,data/category_classifier/places365_v2/식당/pizzeria/00195.jpg,식당,restaurant,267,pizzeria,pizzeria,Andron00e/Places365-custom,train,87598,./places365/data_large_standard/p/pizzeria/00000623.jpg,train
cafe_coffee_shop_00236,data/category_classifier/places365_v2/카페/coffee_shop/00236.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,404087,./places365/data_large_standard/c/coffee_shop/00000327.jpg,train
restaurant_restaurant_patio_00139,data/category_classifier/places365_v2/식당/restaurant_patio/00139.jpg,식당,restaurant,286,restaurant patio,restaurant_patio,Andron00e/Places365-custom,train,139694,./places365/data_large_standard/r/restaurant_patio/00003665.jpg,train
shopping_jewelry_shop_00077,data/category_classifier/places365_v2/쇼핑/jewelry_shop/00077.jpg,쇼핑,shopping,198,jewelry shop,jewelry_shop,Andron00e/Places365-custom,train,1778949,./places365/data_large_standard/j/jewelry_shop/00002785.jpg,train
cafe_coffee_shop_00620,data/category_classifier/places365_v2/카페/coffee_shop/00620.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,405162,./places365/data_large_standard/c/coffee_shop/00001654.jpg,train
park_topiary_garden_00070,data/category_classifier/places365_v2/공원/topiary_garden/00070.jpg,공원,park,333,topiary garden,topiary_garden,Andron00e/Places365-custom,train,441259,./places365/data_large_standard/t/topiary_garden/00003843.jpg,train
cafe_coffee_shop_00940,data/category_classifier/places365_v2/카페/coffee_shop/00940.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,405878,./places365/data_large_standard/c/coffee_shop/00004604.jpg,train
cafe_coffee_shop_00556,data/category_classifier/places365_v2/카페/coffee_shop/00556.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,405007,./places365/data_large_standard/c/coffee_shop/00001679.jpg,train
bar_beer_garden_00109,data/category_classifier/places365_v2/술집/beer_garden/00109.jpg,술집,bar,53,beer garden,beer_garden,Andron00e/Places365-custom,train,1166798,./places365/data_large_standard/b/beer_garden/00002114.jpg,train
shopping_toyshop_00134,data/category_classifier/places365_v2/쇼핑/toyshop/00134.jpg,쇼핑,shopping,335,toyshop,toyshop,Andron00e/Places365-custom,train,267567,./places365/data_large_standard/t/toyshop/00004792.jpg,train
park_playground_00025,data/category_classifier/places365_v2/공원/playground/00025.jpg,공원,park,268,playground,playground,Andron00e/Places365-custom,train,860494,./places365/data_large_standard/p/playground/00000166.jpg,train
cafe_coffee_shop_00033,data/category_classifier/places365_v2/카페/coffee_shop/00033.jpg,카페,cafe,99,coffee shop,coffee_shop,Andron00e/Places365-custom,train,403137,./places365/data_large_standard/c/coffee_shop/00004203.jpg,train
park_botanical_garden_00123,data/category_classifier/places365_v2/공원/botanical_garden/00123.jpg,공원,park,62,botanical garden,botanical_garden,Andron00e/Places365-custom,train,1345243,./places365/data_large_standard/b/botanical_garden/00001904.jpg,train
shopping_jewelry_shop_00063,data/category_classifier/places365_v2/쇼핑/jewelry_shop/00063.jpg,쇼핑,shopping,198,jewelry shop,jewelry_shop,Andron00e/Places365-custom,train,1778894,./places365/data_large_standard/j/jewelry_shop/00003269.jpg,train
bar_beer_garden_00225,data/category_classifier/places365_v2/술집/beer_garden/00225.jpg,술집,bar,53,beer garden,beer_garden,Andron00e/Places365-custom,train,1167617,./places365/data_large_standard/b/beer_garden/00003258.jpg,train
